dialogue,글자수
"주말에 캠핑 갈까?
와 좋은 생각이야
어디로 갈래?
가평 어때?
차 렌트해야겠다
내 차 쓸게
고마워! 준비물은?",62
"새로 산 식물 어때?
잘 자라고 있어
물은 얼마나 줘?
일주일에 한 번
햇빛은?
창가에 두고 있어
예쁘겠다",59
"운동화 추천해줘
러닝화 찾고 있어
어디 쓸 거야?
조깅용으로
이 모델 어때? 나 신고 다니는 건데 편해
사이즈 어떻게 돼?
260이야",74
"커피 종류 추천해줘
라떼 좋아해?
응, 달콤한 거 좋아해
카라멜 마키아토는?
그것도 좋아
새로 나온 메뉴 있어
같이 마시러 갈래?",72
"도서관에서 공부할래?
좋아! 몇 시에?
오후 1시쯤
어느 도서관?
시립도서관
자리 예약해야 해?
walk-in 가능해",65
"주말에 뮤지컬 볼래?
어떤 뮤지컬?
지금 인기 많은 그거
표 예매해야겠다
내가 알아볼게
좌석은 앞쪽으로
고마워! 기대된다",67
"새로 산 노트북 어때?
가벼워서 좋아
배터리는?
오래 가
어디서 샀어?
온라인 스토어
나도 참고할게",55
"오늘 수업 어땠어?
재미있었어
특별한 거 했어?
조별 과제 했어
우리 조 괜찮았어?
다들 잘 했어",54
"저녁에 치킨 먹을래?
오 좋다! 어떤 거?
후라이드 반 양념 반
음료수는?
사이다 마시자
몇 시에 시킬까?
7시쯤에",64
"주말에 사진 찍으러 갈래?
어디로?
한옥 마을 어때?
한복 입고 갈까?
좋은 생각이야
몇 시에 만나?
오전 10시",63
"새로 산 자전거 어때?
타기 편해
어디 타러 다녀?
한강 자전거 도로
주말에 같이 탈래?
좋아! 준비물 챙길게
안전모 꼭 챙겨",70
"오늘 저녁 조용한 카페 갈래?
좋아! 공부할 거야?
아니, 그냥 쉬려고
어디 갈까?
집 근처 새로 연 곳
분위기 어때?
아늑해 보여",73
"주말에 베이킹 할래?
무슨 빵 만들 거야?
쿠키랑 마카롱
재료 사러 갈까?
내가 준비해 놓을게
몇 시에 시작할래?
오후 2시",69
"새로 산 카메라 어때?
사진이 선명해
어디서 샀어?
중고로 샀어
렌즈는?
기본 렌즈로 충분해",51
"오늘 점심 같이 먹을래?
좋아! 몇 시에?
12시 30분
어디서 만나?
사거리 버스 정류장
메뉴는?
정해오는 길에",63
"주말에 수영 갈래?
실내 수영장?
응, 따뜻해서 좋아
몇 시에 갈까?
오전 10시가 좋을 것 같아
준비물은?
수영복과 수건",68
"새로 산 화분 어때?
예쁘게 잘 자라고 있어
무슨 꽃이야?
라벤더
향기도 좋겠다
응, 방향제 같아",54
"저녁에 영화 볼래?
넷플릭스로?
응, 새로 나온 영화
무슨 장르?
로맨틱 코미디
나도 좋아! 몇 시에?
8시에",61
"주말에 자전거 타러 갈래?
한강으로 갈까?
좋아! 날씨도 좋다
몇 시에 만나?
아침 9시
아침 먹고 갈래?
길에서 먹자",66
"새로 산 키보드 어때?
타건음 좋아
무슨 색깔?
화이트
무선이야?
유선이야",41
"오늘 저녁에散步 갈래?
좋아! 어디로?
공원으로 갈까?
날씨도 시원하겠다
몇 시에 만나?
7시쯤",53
"주말에 미술관 갈래?
전시회 하는 거 봤어?
응, 재미있어 보여
몇 시에 갈까?
오후 1시
입장료 있어?
학생 할인 됨",66
"새로 산 모니터 어때?
화질이 선명해
크기는?
27인치
게임하기 좋겠다
응, 만족스러워",48
"저녁에 떡볶이 먹을래?
오 좋다! 어디서?
옛날 떡볶이 집
순대도 먹을래?
응, 맛있겠다
몇 시에 만나?
6시 반",63
"주말에 등산 갈래?
어디로?
도봉산 어때?
좋아! 코스는?
실버 코스로
준비물은?
등산화와 물",52
"새로 산 마우스 어때?
손에 잘 맞아
무선이야?
응, 블루투스
배터리는?
한달에 한 번 충전",51
"오늘 수업 끝나고 뭐 할 거야?
도서관에 갈 거야
무슨 과목 공부해?
수학 문제 풀어
같이 할래?
좋아! 4시에 만나",65
"주말에 볼링 치러 갈래?
오랜만이야
몇 시에 갈까?
오후 3시
점수 얼마나 나올까?
150점은 치자
도전해보자",61
"새로 산 이어폰 어때?
소리 좋아
노이즈 캔슬링 됨?
응, 주변 소리 차단 잘 돼
배터리는?
5시간 정도",58
"저녁에 중국음식 먹을래?
짜장면 먹고 싶어
나는 짬뽕 먹을래
음료수는?
사이다 시킬까?
배달 시키자",55
"주말에 아이스스케이트 할래?
실내 스케이트장?
응, 따뜻해서 좋아
몇 시에 갈까?
오후 2시
준비물은?
장갑만 있으면 돼",67
"새로 산 책상 어때?
넓어서 좋아
어디서 샀어?
온라인으로
조립 어려웠어?
설명서 보고 했어",51
"오늘 저녁에 친구 만나기로 했어
어디서 만나?
카페에서
몇 시야?
7시
재밌게 놀아
고마워!",51
"주말에 PC방 갈래?
오랜만이네
몇 시에?
오후 1시
무슨 게임 할 거야?
배그 하자
ok!",51
"새로 산 의자 어때?
편안해
등받이 있음?
응, 허리 편해
색깔은?
그레이",41
"점심에 샐러드 먹을래?
다이어트 중이야?
응, 건강하게
어디 갈래?
샐러드 전문점
몇 시에?
12시 30분",59
"주말에 테니스 칠래?
코트 예약해야 해?
응, 미리 예약
몇 시에?
오전 10시
라켓 있어?
하나 빌려줄게",59
"새로 산 가방 어때?
가볍고 좋아
수납공간 많아?
응, 실용적이야
어디서 샀어?
백화점에서",50
"저녁에 볶음밥 먹을래?
해물 볶음밥 좋아해?
응, 맛있겠다
김치도 필요해?
당연히 같이 먹어야지
몇 시에 만나?",62
"주말에 실내攀岩 할래?
처음 해보는 거야?
응, 도전해보고 싶어
안전할까?
안전장비 있대
몇 시에 갈까?",58
"새로 산 스탠드 어때?
밝기 조절 됨?
응, 3단계
색온도는?
따뜻한 노란빛",42
"오늘 저녁에 라면 먹을래?
김치도 같이?
당연히 같이 먹어야지
계란은?
반숙으로",44
"주말에 원예 체험 할래?
식물 심는 거?
응, 화분에 심어 가져오는 거
몇 시에?
오후 2시
예약해야 해?",59
"새로 산 슬리퍼 어때?
푹신해
실내용이야?
응, 집에서 신는 거
색깔은?
베이지",44
"점심에 돈까스 먹을래?
오 좋다! 어디 갈래?
학교 앞 가게
가격은?
학생 할인 됨
몇 시에 만나?",55
"주말에 가죽 공방 갈래?
무엇을 만드는 거야?
지갑이나 카드홀더
몇 시에?
오전 11시
예약해야 해?",56
"새로 산 담요 어때?
부드러워
두꺼워?
적당해",25
"저녁에 스테이크 먹을래?
고기 좋아하지?
당연히 좋아해
어디 갈래?
맛집 알려줄게
예약해야 해?",53
"주말에 보드게임 카페 갈래?
무슨 게임 할 거야?
할리갈리 좋아해?
응, 재미있어
몇 시에?
오후 3시",57
"새로 산 수건 어때?
흡수력 좋아
얇아?
적당히 두꺼워",30
"오늘 저녁에 샌드위치 먹을래?
어디서?
샌드위치 전문점
몇 시에?
7시
무슨 맛 먹을래?",49
"주말에 플라워 클래스 갈래?
꽃꽂이 배우는 거?
응, 예쁘겠지
몇 시에?
오후 1시
예약해야 해?",54
"새로 산 커피포트 어때?
빨리 끓여?
1분이면 돼
용량은?",32
"점심에 김밥 먹을래?
오 좋다! 어디서?
김밥 천국
몇 시에?
12시 30분
무슨 김밥 먹을래?",53
"주말에 목공 체험 갈래?
무엇을 만드는 거야?
나무 접시나 받침대
몇 시에?
오전 10시
예약해야 해?",57
"새로 산 커피컵 어때?
디자인 예뻐
크기는?
350ml",30
"저녁에 샤브샤브 먹을래?
오 좋다! 어디 갈래?
신사동 맛집
예약해야 해?",41
"주말에 도자기 공방 갈래?
컵 만들기 체험
몇 시에?
오후 2시
예약해야 해?",43
"새로 산 책장 어때?
수납공간 많아?
5단이라 넉넉해
어디에 놓았어?",38
"점심에 우동 먹을래?
오 좋다! 어디 갈래?
우동 전문점
몇 시에?
12시 40분",45
"주말에 버스킹 보러 갈래?
홍대 거리?
응, 공연 많대
몇 시에?
오후 7시",42
"오늘 날씨 정말 좋다
그치? 나들이 하기 딱 좋은 날씨네
뭐 할 계획 있어?
산책이라도 할까 생각중이야
같이 갈래?
좋지! 공원에라도 가자
어디가 좋을까?
중앙공원이 좋겠다 거기로 가자
그럼 지하철 타고 가자
좋아 출발하자",124
"점심 뭐 먹을까?
나 파스타 먹고 싶은데
좋아! 어디로 갈까?
저번에 갔던 그 집 어때? 거기 맛있었잖아
아 맞아 거기 좋지 빨리 가자
나 김치찌개도 생각났는데
내일 먹자 내일은 김치찌개 먹자
오케이 약속했다
그럼 파스타 먹으러 가자
얼른 가자 배고파",140
"주말에 뭐 해?
별일 없는데 너는?
나 영화 보러 갈까 생각중이야
좋다 무슨 영화?
최근에 나온 그 액션 영화
나도 그거 보고 싶었어
같이 갈래? 그럼
그래! 토요일 오후에 보자
좋아 시간 정하자
2시쯤 만나자
OK 그때 봐",125
"요즘 뭐 하고 지내?
운동 시작했어
대단하다 어떤 운동?
요가랑 필라테스 등록했어
나도 한번 도전해볼까
함니 해보는 거 어때? 재밌어
다음에 같이 가자
좋아 수업 같이 들으러 가자
그럼 다음 주에 예약해볼까
응 알겠어",121
"새로 나온 노트북 봤어?
어디 제품 봤는데?
애플 새 맥북 프로야
와 사양 어때?
M3 칩 탑재됐대 엄청 빠르다던데
그래? 나도 한번 알아봐야겠다
다음에 같이 애플스토어 갈래?
좋아! 주말에 가자",109
"이메일 보냈는데 확인해봐
아직 도착 안 했는데
조금 기다려봐
아 도착했어
첨부파일 확인했어?
응 잘 받았어 내용 확인해볼게
괜찮으면 회신 부탁해
알겠어 바로 확인할게",92
"화상회의 몇 시야?
3시로 예약했어
줄 초대했어?
응 모두 초대 완료했어
자료는 준비됐어?
다 됐어 발표 자료도 첨부했어
잘 했어 곧 시작하자",79
"클라우드에 저장했어?
아직이야 지금 할게
용량 얼마나 필요해?
1GB 정도면 될 것 같아
다 됐어 이제 공유할게
고마워 잘 받았어",72
"새 스마트폰 샀어?
어떤 모델로 골랐어?
갤럭시 S24로 했어
와 좋다 카메라 성능 어때?
엄청 좋아 야간 촬영도 선명해
나중에 한번 써봐도 될까?
그럼 당연하지 같이 사진도 찍자",100
"와이파이 비밀번호 뭐야?
home1234 로 연결해
잘 연결됐어
인터넷 속도 괜찮아?
응 빨라서 좋다
다운로드도 빠르겠다",67
"프로그램 설치 도와줄래?
무슨 프로그램?
포토샵이야 최신 버전
함께 설치해보자
고마워 덕분에 쉽게 설치했어",59
"노트북 배터리 오래 가?
한 8시간 정도 사용 가능해
와 좋다 내 것은 4시간밖에 안 가
다음에 같이 알아보러 갈래?
좋아 주말에 전자상가 가자",80
"디지털 액자 사고 싶어
어디에 쓸 거야?
거실에 장식하려고
사이즈는 어떻게?
10인치 정도 생각중이야
온라인으로 같이 알아볼까?",71
"스마트워치 어때?
매일 사용하기 편해
건강 관리도 되나?
심박수랑 걸음수 측정해
나도 하나 사야겠다",55
"컴퓨터 속도가 느린 것 같아
정리 좀 해볼까?
어떻게 하는지 도와줘
디스크 정리부터 해보자
고마워 이제 빨라졌어",62
"새 게임 나왔대 같이 할래?
무슨 게임?
MMORPG 새로 나온 거야
사양은 어때?
보통 사양이면 실행 가능해",61
"노트북 쿨링패드 필요해?
여름에는 있으면 좋더라
어디 제품 좋아?
저번에 써본 거 괜찮았어
링크 보내줄게",58
"동영상 편집 배우고 싶어
어떤 프로그램 쓸 거야?
프리미어 프로 시작해볼까
같이 배울래?
좋아 주말에 시작하자",61
"스마트홈 시스템 도입했어?
아직이지만 관심 있어
어떤 기능이 좋아?
조명과 난방 자동 제어돼
편리하겠다",57
"컴퓨터 백업은 어떻게 해?
외장하드에 정기적으로 해
클라우드도 함께 사용해
안전하게 잘 관리하네",53
"무선 이어폰 샀어?
어디 제품?
에어팟 프로로 골랐어
음질 좋아?
소음 차단도 잘 되고 좋아",51
"프레젠테이션 준비 도와줄래?
슬라이드 몇 장 필요해?
10장 정도 만들 거야
함께 만들어보자",51
"태블릿으로 그림 그려봤어?
애플 펜슬로 시작했어
재미있어?
은근히 중독성 있더라",44
"코딩 배우기 시작했어
어떤 언어부터?
파이썬으로 시작했어
잘 어울릴 것 같아",42
"클라우드 문서함 공유했어
확인해봤어?
아직이야 지금 볼게
수정 사항 있으면 말해줘
알겠어 잘 보고 있을게",58
"컴퓨터 사양 업그레이드 할까?
어느 부분을?
램 먼저 늘려볼까
도와줄 수 있어?
그럼 당연하지",52
"디지털 카메라 추천해줄래?
여행용으로 찾고 있어
미러리스 카메라 어때?
가볍고 화질도 좋더라",51
"음악 스트리밍 서비스 뭐 써?
스포티파이 쓰고 있어
음원 많아?
다양한 장르 다 있어",47
"프로그래밍 과제 도와줄 수 있어?
무슨 과제인데?
자바스크립트 과제야
같이 해보자 고마워",49
"가상현실 기기 써봤어?
오큘러스로 게임 해봤어
어땠어?
현실감이 장난이 아니더라",44
"온라인 강의 들을까 생각중이어
어떤 분야?
웹 디자인 과정이야
함니 들을래?
좋은 생각이야",50
"컴퓨터 그래픽 카드 바꿨어
어떤 걸로?
RTX 4060으로 했어
성능 좋아졌겠다",44
"스마트폰 백업은 어떻게 해?
구글 드라이브에 자동 동기화해
편리하겠다 나도 설정해야겠어",48
"디지털 명함 만들었어
어떤 앱 썼어?
링크드인으로 간단하게 했어
깔끔하게 잘 나왔네",46
"노트북 충전기 같이 사러 갈래?
어디로 갈까?
전자상가에 좋은 제품 많더라
오후에 함께 가자",51
"동영상 콘텐츠 기획중이야
어떤 주제로?
IT 리뷰 채널 시작할까 해
재미있겠다 응원할게",48
"컴퓨터 청소해야겠어
먼지가 많아졌나 봐
에어 블로워 써보는 거 어때?
좋은 생각이야",46
"프로그램 오류 났는데 도와줄래?
무슨 오류인데?
실행이 안 되더라
내가 한번 살펴볼게",47
"디지털 액자 사진 올리는 법 알려줘
USB로 쉽게 할 수 있어
함니 해볼까?
고마워 이제 할 수 있겠어",57
"컴퓨터 보안 프로그램 뭐 써?
무료로 좋은 거 있더라
추천해줄래?
당연하지 알려줄게",46
"온라인 회의 녹화해야 돼
어떤 프로그램 쓸까?
줄이 편리하더라
함니 사용해보자",43
"스마트워치 앱 개발해보고 싶어
어떤 기능으로?
건강 관리 앱 생각중이야
재미있는 도전이겠다",50
"컴퓨터 배경 화면 바꿨어?
여행 사진으로 바꿨어
예쁘다 나도 바꿔야겠어",39
"디지털 도서관 앱 써봤어?
어떤 앱인데?
리디북스 많이 써
편리하겠다",38
"노트북 케이스 사야겠어
어디서 살 거야?
온라인으로 다양하게 있더라
같이 알아볼까?",46
"프로그램 라이센스 필요해?
학생용 할인 있더라
알려줄게 도움 될 거야",38
"클라우드 저장소 용량 늘렸어
얼마로 늘렸어?
2TB로 업그레이드 했어
이제 여유로워졌겠다",49
"스마트폰 렌즈 써봤어?
광각 렌즈로 사진 잘 나오더라
재미있겠다",35
"컴퓨터 부품 호환성 확인해줄래?
어떤 부품?
램 추가하려고
함니 확인해보자",41
"디지털 필기 노트 추천해줄래?
아이패드 굿노트 좋더라
조사해볼게 고마워",39
"온라인 스토리지에 자료 백업했어?
아직이야 지금 할게
중요한 자료는 꼭 백업해둬",44
"프로그램 단축키 배우고 싶어
어떤 프로그램?
포토샵 단축키 유용하더라
같이 공부할래?",47
"컴퓨터 모니터 새로 샀어
몇 인치로?
32인치로 바꿨어
화면 크겠다",37
"스마트폰 데이터 옮기기 해줄래?
새 폰으로 바꿨나 봐?
응 백업해야겠어
도와줄게 안심해",48
"디지털 카메라 설정 도와줄래?
조리개 값 조정이 어려워
내가 도와줄게 쉽게 할 수 있어",48
"온라인 협업 툴 뭐 쓸까?
슬랙이나 노션 괜찮더라
함니 써보자 좋아",37
"컴퓨터 그래픽 작업하는데 렉이 걸려
사양을 업그레이드해야겠다
어떤 부품부터?
램 먼저 늘려보는 거 어때?",58
"스마트폰 보호 필름 붙여줄래?
처음 붙이는 거라 걱정이야
내가 도와줄게 쉽게 붙일 수 있어",50
"디지털 음악 작업 시작했어
어떤 장르로?
일렉트로닉 음악 만들어보려고
재미있겠다",44
"컴퓨터 파티션 나누는 법 알려줘
왜 나누려고?
자료 정리하려고
도와줄게 별로 어렵지 않아",49
